flag,id,prefix,question_text,answer_text,unit_text
missing_unit,QA2434,QA,"A projectile is launched with an initial velocity (Vo) of 600 m/s at an angle of 45° to the horizontal. Assume g = 10 m/s².
a. Write the equations of motion and the equation of the trajectory for the projectile.
b. Calculate the velocity of the projectile after 1.5 seconds of flight.
c. How long does it take for the projectile to reach its maximum height, and what is that maximum height?
d. Determine the total time of flight (until the projectile hits the ground) and calculate its horizontal range.",,
missing_unit,QA2480,QA,A car is traveling at a speed of 42 km/h. A 100m long train is moving in the opposite direction to the car and passes it in 3 seconds. Calculate the speed of the train.,,
missing_unit,QA2499,QA,An object falls freely from a height h to the ground. What is the formula to calculate the velocity v of the free-falling object?,,
missing_unit,QA2503,QA,What is the formula for the distance traveled in uniformly accelerated rectilinear motion?,,
missing_unit,QA2510,QA,A particle undergoes simple harmonic motion satisfying the relation (v²/640) + (x²/16) = 1. Calculate the period of oscillation of the particle.,,
missing_unit,QA2520,QA,"Three positive charges, each with a magnitude of q = 3 x 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of a = 30 cm, in air. How should a charge q0 be placed (position and value) so that all four charges are in equilibrium?",,
missing_unit,QA2523,QA,"A square coil consisting of 100 turns, with side length a = 10 cm, rotates around an axis passing through its center O in a magnetic field with a strength B = 0.2 T. The coil rotates at a speed of 300 revolutions/minute. The coil has a resistance R = 5 ohms. Calculate the heat dissipated when it completes 1200 revolutions.",,
missing_unit,QA2556,QA,"Three people are traveling a distance of 48km from point A to point B. They have only one bicycle, which can carry a maximum of two people. The bicycle's speed is 12 km/h, and their walking speed is 4 km/h. Initially, Person 1 and Person 2 ride the bicycle together from A to an intermediate point C. At C, Person 1 turns back to pick up Person 3 (who has been walking from A), while Person 2 dismounts and continues walking towards B. All three people arrive at point B at the exact same time. Calculate the average speed for each person.",,
missing_unit,QA2573,QA,"A car is initially moving at a velocity of 5 m/s. It then accelerates, and after 20 seconds, it reaches a velocity of 54 km/h.
a) Determine the distance the car traveled during this acceleration period.
b) Upon reaching 54 km/h, the car starts moving up an incline. Given that after 20 seconds, the car has traveled the entire length of the incline and comes to a complete stop at its peak, calculate the length of the incline and the car's velocity when it has covered half the distance of the incline.",,
missing_unit,QA2574,QA,An object undergoes simple harmonic motion according to the equation x = Acos(2πt - $\frac{\pi}{3}$). When does the object pass through the equilibrium position in the negative direction?,,
missing_unit,QA2610,QA,"Given two electric charges q1 = 10^-6 C and q2 = 4 * 10^-6 C, placed at two points A and B, separated by 10 cm. Calculate the net force acting on a third charge q3 = -2 * 10^-6 C when:
a) q3 is placed at a point 5 cm from q1 and 5 cm from q2. (This implies q3 is at the midpoint of the segment AB).
b) q3 is placed at a point 5 cm from q1 and 15 cm from q2.
c) q3 is placed at a point 6 cm from q1 and 8 cm from q2.
d) q3 is placed at a point such that it forms an equilateral triangle with A and B.
e) q3 is placed on the perpendicular bisector of AB, at a distance of 5 cm from the line segment AB (or from the midpoint of AB).",,
missing_unit,QA2655,QA,"A car starts from rest. After 10 seconds, it reaches a velocity of 18 km/h.
a) Calculate the acceleration of the car. What type of motion is it?
b) After 30 seconds from the start, what is the velocity of the car? Calculate the average velocity of the car during these 30 seconds.",,
missing_unit,QA2676,QA,"A conductor has a resistance R1 = 20 ohms. Initially, a voltage U1 = 4V is applied across its ends.
A, Calculate the electric current flowing through the conductor.
B, If the voltage applied across the ends of the conductor is doubled, what will be the value of the electric current?",,
missing_unit,QA2679,QA,"A car travels from A to B.
For the first 1/4 of the total time, the car travels at a speed of 50 km/h.
For the middle 1/2 of the total time, the car travels at a speed of 40 km/h.
For the final 1/4 of the total time, the car travels at a speed of 20 km/h.
Calculate the average speed of the car.",,
missing_unit,QA2685,QA,"Given the displacement x = 4cos(10πt + π/3) cm, what are the object's displacement and velocity at t = 0.5 s?",,
missing_unit,QA2711,QA,A heavy object is suspended by a string from the ceiling of a train car moving at a constant velocity. The object can be considered a simple pendulum with a natural oscillation period of T0 = 1.0 s. The train is jolted when it passes over the rail joints. It is observed that the object oscillates most strongly when the train's speed is 45 km/h. Calculate the length of the rail segments (or the distance between rail joints).,,
missing_unit,QA2811,QA,An object undergoes forced oscillation under the action of a harmonically varying external force with period t. What is the oscillation frequency of the object in the steady state?,,
missing_unit,QA2899,QA,How to calculate distance?,,
missing_unit,QA2920,QA,"There are two electric charges of equal magnitude placed in a vacuum, separated by 10 cm. The repulsive force between them is 9 x 10^-5 N. Determine the sign and magnitude of these two charges.",,
missing_unit,QA2926,QA,What is the origin of force?,,
missing_unit,QA2936,QA,"At 6 AM, a cyclist starts chasing a pedestrian who is already 8km ahead. Both move at constant velocities of 12 km/h and 4 km/h, respectively. Find the position and time when the cyclist catches up to the pedestrian. Choose the positive direction as the direction of motion, the origin of coordinates as the cyclist's position at 6 AM, and the origin of time as 6 AM.",,
missing_unit,QA2955,QA,"A vibrating string OM, 90 cm long, is fixed at both ends. The antinodal amplitude is 3 cm. Point N is the point closest to O that has an amplitude of 1.5 cm. What is the distance ON?",,
missing_unit,QA2964,QA,"The cable of an unmanned elevator, initially stationary at a height of 120 meters, snapped. What is its speed when it passes the midpoint of its fall? And what distance does it cover during the first half of its total fall time?",,
missing_unit,QA2974,QA,"Formulate the equation of motion for uniformly rectilinear motion in the following cases:""
a) The magnitude of the velocity is 20 m/s. The object moves in the negative direction, and at t = 2s, its position is +60m (or it is 60m from the origin in the positive direction).
b) At t = 1s, the object is 15m from the origin, and at t = 4s, it passes through the origin.",,
missing_unit,QA2985,QA,A bicycle travels the first half of the distance at an average speed of 12 km/h and the second half of the distance at an average speed of 20 km/h. Calculate the average speed over the entire distance.,,
missing_unit,QA3013,QA,"A vehicle undergoes uniform linear motion on a straight line, starting from point M and moving towards point N. The distance MN is 100m, and its velocity is v = 2m/s.
a) Write the equation of motion for the bicycle. Choose the origin of the coordinate system and the origin of time as the place and time when the bicycle begins its motion.
b) How long does it take for the bicycle to reach N?",,
missing_unit,QA3014,QA,"Given two point charges, q1 = 2 × 10^-8 C and q2 = -2 × 10^-8 C, are placed 10 cm apart in air. Find the net force exerted by q1 and q2 on a third charge, q3 = 2 × 10^-8 C, which is placed 8 cm from q1 and 6 cm from q2.",,
missing_unit,QA3039,QA,"A car starts moving from rest with constant acceleration and travels a distance of 90m in 6s.
a/ Calculate the acceleration of the car.
b/ Calculate the speed of the car at the end of those 6 seconds.",,
missing_unit,QA3048,QA,"A car starts from rest and moves with constant acceleration in a straight line. After traveling the first 100m, it reaches a speed of 10 m/s.
a/ Calculate the magnitude of the car's acceleration.
b/ Calculate the distance the car travels and its speed after the first 5 seconds.",,
missing_unit,QA3063,QA,"When the voltage across a conductor increases by 2.5V, the current through the wire increases by 0.2A. When the voltage decreases by 2V, how much does the current increase?",,
missing_unit,QA3064,QA,"A train begins to brake, undergoing uniformly decelerated linear motion, and comes to a stop after 20 seconds. During this time, the train travels 120m.
a/ Calculate the speed of the train at the moment it started braking.
b/ Calculate the acceleration of the train during the braking process.",,
missing_unit,QA3073,QA,"Given two electric charges, q1 = 4 x 10⁻⁸ C and q2 = -4 x 10⁻⁸ C, are placed at points A and B respectively. A and B are separated by 8 cm in air. Determine the force acting on a point charge Q = 2 x 10⁻⁸ C when Q is placed at the midpoint of AB.",,
missing_unit,QA3078,QA,"At 5:15 AM, two vehicles depart simultaneously from two points A and B, which are 200 km apart. Vehicle 1 departs from A with a speed of 50 km/h, heading towards B. Vehicle 2 departs from B with a speed of 30 km/h, heading towards A.
Choose A as the reference point (origin), with the positive direction from A to B.
a) Write the equations of motion for the two vehicles.
b) How far apart are the two vehicles at 6:00 AM?
c) Determine the time and position when the two vehicles meet.",,
missing_unit,QA3096,QA,"Initially, a support is used to hold an object at the position where the spring is undeformed. The object has a mass of 500g and the spring has k = 40 N/m. The support is then moved downwards with an acceleration a = 2 m/s². Calculate the amplitude of the object's oscillation. Use g = 10 m/s².",,
missing_unit,QA3102,QA,"Two small, electrically neutral spheres are placed in the air, separated by 40 cm. Suppose 4 x 10^13 electrons are transferred from one sphere to the other.
 Do the two spheres attract or repel each other?
 Calculate the magnitude of this force.
(Given the elementary charge e = -1.6 x 10^-19 C)",,
missing_unit,QA3107,QA,"A car is traveling at a speed of 20 m/s when its engine is turned off. It then undergoes uniformly decelerated motion, traveling an additional 200 m before coming to a complete stop.
a/ Calculate the acceleration and the total time the car travels from the moment the engine is turned off until it stops.
b/ From the moment the engine is turned off, how much time does the car take to travel the first 100 m?",,
missing_unit,QA3113,QA,"Given two point charges:
q1 = 4 x 10^-10 C
q2 = -4 x 10^-10 C
These charges are placed at points A and B, respectively, in air, with the distance AB = 10 cm. Determine the electric field vector E at the following points:
a) The midpoint of AB.
b) A point M such that MA = MB = 10 cm.",,
missing_unit,QA3132,QA,"A car starts from rest at point O and undergoes uniformly accelerated linear motion. It subsequently passes through two points A and B, respectively (the distance AB = 19.2 m). The speed at A is 1 m/s, and the time taken to travel from A to B is 12 s. Calculate:
a) the acceleration of the motion.
b) the time taken to travel from O to B and the speed at B.",,
missing_unit,QA3139,QA,A simple pendulum of length l = 2.00 m undergoes simple harmonic motion at a location where the acceleration due to gravity is g = 9.80 m/s². How many complete oscillations does the pendulum perform in 5.00 minutes?,,
missing_unit,QA3153,QA,"Consider two point charges: $q_1 = 6 \times 10^{-6}$ C and $q_2 = -8 \times 10^{-6}$ C.
They are placed at points A and B, respectively, in a vacuum, with the distance between them being AB = 10 cm.
a) Determine the electrostatic force between the two charges.
b) An additional point charge $q_0 = 10^{-6}$ C is placed at point C. Determine the net force acting on $q_0$ in the following scenarios:
Scenario 1: CA = 2 cm, CB = 8 cm
Scenario 2: CA = 6 cm, CB = 8 cm
Scenario 3: The net force acting on $q_0$ is zero. Determine the position of C.",,
missing_unit,QA3154,QA,"Which of the following people can consider the airplane as a point mass, and why?""
A. A passenger inside the plane.
B. The pilot flying that plane.
C. A person observing the plane flying up into the sky from below.
D. The driver of a car guiding the plane to its parking spot.
Choose the correct answer and explain.",,
missing_unit,QA3157,QA,"For the first 10 seconds, the train's velocity decreased from 54 km/h to 18 km/h. It then moved at a constant velocity for the next 30 seconds. Finally, it decelerated uniformly and traveled for another 10 seconds until it came to a complete stop. Calculate the acceleration for each segment.",,
missing_unit,QA3321,QA,"A train slows down from 72 km/h to 36 km/h over 20 seconds. Then, it moves at a constant velocity for 0.5 minutes. Finally, it decelerates uniformly and comes to a complete stop after traveling an additional 40 meters.
Calculate the acceleration for each segment of its motion and the average velocity over the entire journey.",,
missing_unit,QA3322,QA,"A motorboat is moving at an initial velocity Vo = 36 km/h when its engine is shut off. It then undergoes uniformly decelerated straight-line motion, reaching the dock after half a minute. Calculate:
a) The acceleration of the motorboat and the total distance it travels from the moment the engine is shut off until it reaches the dock.
b) The distance the motorboat travels in the first 2 seconds and in the last 2 seconds (before reaching the dock).",,
missing_unit,QA3332,QA,"An object undergoes simple harmonic motion with the equation x=4cos(5πt - 2π/3), where t is in seconds. Take π²=10. What is the acceleration of the object at t=0.4s?",,
missing_unit,QA3334,QA,"An object undergoes simple harmonic motion with the equation x = 10cos(2πt - π/4), where t is in seconds. Use π² = 10 for calculations. What is the magnitude of the object's maximum acceleration?",,
missing_unit,QA3406,QA,An object undergoes simple harmonic motion with its position given by the equation x = 5cos(πt + π/3). What is the maximum distance the object can travel in a time interval of 1.5 seconds?,,
missing_unit,QA3409,QA,"An object undergoes simple harmonic motion. The equation of motion is given by:
`x = 6cos(2πt - π/3) cm`
a, Determine the amplitude (A), frequency (f), and initial phase.
b, Calculate the phase at t=0 (initial phase).
c, Calculate the total distance traveled during the first 0.5s.
d, Calculate the total distance traveled during the first 1s.",,
missing_unit,QA3461,QA,"Two small identical metal spheres, carrying charges of q and -q/4 respectively, are placed in air separated by a distance r. They are attracting each other with a force of magnitude F. If we connect them with a conducting wire and then remove the wire, what will be the magnitude of the repulsive force between the two spheres afterwards?",,
missing_unit,QA3473,QA,"A particle undergoes simple harmonic motion with an amplitude of 8cm. In 1 minute, the particle completes 40 oscillations. Calculate its maximum velocity.",,
missing_unit,QA3480,QA,"A car has a speed of 60 km/h and starts moving along the positive x-axis from point A, which is 5 km away from the origin O.
a) Write the equation of motion.
b) Draw graphs representing the change in position over time and the distance traveled over time.",,
missing_unit,QA3484,QA,"A horizontal mass-spring system oscillates with an amplitude of A = 8 cm, a period of T = 0.5 s, and a mass of m = 400 g. Use π² = 10. Calculate the maximum elastic force exerted on the object.",,
missing_unit,QA3492,QA,"Three small spheres A, B, and C, each with mass *m* and charge *q*, are placed on a horizontal frictionless table. They are connected to each other by insulating threads, forming a right-angled triangle ABC, with the right angle at A. Given that angle ABC is *α* and the length of side BC is *l*. The thread connecting B and C breaks. Determine the acceleration of each sphere at the instant the thread breaks.",,
missing_unit,QA3517,QA,The oscillation equation of an object is given by: x = a sin(5πt) + a cos(5πt) (cm). What is the amplitude of the object's oscillation?,,
missing_unit,QA3525,QA,Under the action of an object (or force) given by: F=0.8cos( 5t-pi/2) N. The object has a mass m=400g and undergoes simple harmonic motion. What is the amplitude of the object's oscillation?,,
missing_unit,QA3583,QA,An object slides down an inclined plane with an initial velocity of 10 cm/s. The incline is 2 m long. The object reaches the bottom of the incline after 5 s. Calculate the acceleration.,,
missing_unit,QA3616,QA,"Two vehicles are moving uniformly in a straight line on the same path with constant velocities. If they move in opposite directions, after 20 minutes, the distance between them is 30 km. If they move in the same direction, after 20 minutes, the distance between them decreases by 6 km. Calculate the velocity of each vehicle.",,
missing_unit,QA3618,QA,"Two vehicles start from a point A on a straight road and move in the same direction.
Vehicle 1: Departs at 8:00 AM with a constant speed of 60 km/h. After traveling for 45 minutes, it stops for a 15-minute rest, then continues at the same speed.
Vehicle 2: Departs at 8:30 AM, chasing Vehicle 1 at a speed of 70 km/h. Write the equations of motion for both vehicles.""",,
missing_unit,QA3624,QA,"At 7:00 AM, two cars start simultaneously from two points A and B, which are 2400m apart. They move with uniformly accelerated motion in opposite directions. The car starting from A has an acceleration of 1 m/s², and the car starting from B has an acceleration of 2 m/s².
a) Write the equations of motion for the two cars. Choose A as the origin of the coordinate system, the positive direction is from A to B, and the origin of time (t=0) is at 7:00 AM.
b) Determine the time and position when the two cars meet.",,
missing_unit,QA3634,QA,"State the formula for the instantaneous velocity of an object moving at a point on its path. Also, specify the requirements concerning the magnitudes of the quantities in that formula.",,
missing_unit,QA3648,QA,"A particle undergoes simple harmonic motion on the Ox axis. When the particle passes through the equilibrium position, its speed is 20 cm/s. When the particle has a speed of 10 cm/s, its acceleration has a magnitude of 40√3 cm/s². What is the amplitude of the particle's oscillation?",,
missing_unit,QA3657,QA,"Two motorbikes are traveling at a constant speed from A to B, a distance of 75km. Motorbike I has a speed of 15 km/h and travels continuously without stopping. Motorbike II starts 1 hour earlier but takes a 2-hour break along the way. What speed must Motorbike II travel at to arrive at B at the same time as Motorbike I?",,
missing_unit,QA3672,QA,"Two cars, moving at constant speeds, start simultaneously from two locations 50 km apart.
If they travel towards each other (or in opposite directions), they will meet after 30 minutes.
If they travel in the same direction, one will catch up to the other after 2 hours.
Calculate the speed of each car.",,
missing_unit,QA3717,QA,"The car was traveling at a speed of 36 km/h when it began to descend a hill. However, due to brake failure, the car moved with constant acceleration down the entire 960 m long slope, with an acceleration of 0.2 m/s².
a) Calculate the time it takes for the car to travel down the entire slope.
b) What is the car's velocity at the end of the slope?",,
missing_unit,QA3748,QA,"Given two charges:
 q1 = 4 nC
 q2 > 0
They are fixed at points A and B respectively in a vacuum.
A third charge:
 q3 = 0.6 nC
It is located on a ray Ax, originating from point A, which forms an angle of 150 degrees with the line segment AB.
The position of q3 is varied along the ray Ax. Find the distance between q1 (at A) and q3 such that two conditions are met simultaneously:**
1. The magnitude of the total electric force acting on q1 is 27 N.
2. The electric force exerted by q3 on q1 is maximum.",,
missing_unit,QA3856,QA,"A marble undergoes uniformly accelerated straight-line motion without initial velocity on an inclined plane, and in the 5th second, it travels a distance of 36cm.
a/ Calculate the acceleration of the marble.",,
missing_unit,QA3879,QA,"A horizontal spring-mass system undergoes Simple Harmonic Motion (SHM) with a period T=2s and mass m=400g. The maximum and minimum lengths of the spring are 60cm and 40cm, respectively. The positive direction is defined as pointing away from the fixed support point. Use π²=10.
a. Calculate the restoring force when the spring's length is 45cm.
b. Calculate the restoring force when the velocity v= 5π cm/s and v is increasing.
c. Calculate the shortest time interval between two consecutive instances when the restoring force F= 0.2N.",,
missing_unit,QA3898,QA,What phenomenon is it when a bubble flies up into the sky and then bursts? Why?,,
missing_unit,QA3910,QA,"Here are a few ways to translate ""Cho em hỏi câu vật lí với ạ"" into English, depending on the context and desired level of formality:
1. **""I have a physics question.""** (Most direct and common, implies you're about to ask it.)
2. **""I'd like to ask a physics question.""** (Polite, indicates your intent.)
3. **""Can I ask a physics question?""** (Common, seeking permission.)
4. **""May I ask a physics question?""** (More formal and polite way to seek permission.)
5. **""Excuse me, I have a physics question.""** (Good if you're initiating a conversation or interrupting.)
The ""ạ"" in Vietnamese conveys politeness and deference. The English translations above try to capture that implicitly, or you could add ""please"" for extra emphasis on politeness (e.g., ""Can I ask a physics question, please?"").",,
missing_unit,QA3938,QA,"On the water surface, there are two coherent sources placed at points A and B, oscillating in phase vertically, emitting two waves with wavelength λ. On the segment AB, there are 9 positions where the water particles oscillate with maximum amplitude. C and D are two points on the water surface such that ABCD is a square. M is a point on side CD and lies on the first-order constructive interference fringe (MA - MB = λ). It is known that the particle at M oscillates out of phase with the sources. What is the length of segment AB among the following values?
A. 4.6 λ.
B. 4.4 λ.
C. 4.7 λ.
D. 4.3 λ.",,
missing_unit,QA3950,QA,"Two small spheres with charges q1 = 2 x 10^-9 C and q2 = 4 x 10^-9 C are placed a distance d apart in the air, and they repel each other with a force of 4 x 10^-5 N. If the two charges are brought into contact with each other, and then placed back at the original distance d, what will be the interaction force between them?",,
missing_unit,QA3958,QA,Please help me with this. An object oscillates along the Ox axis with the equation x=4cos(2t+pi/6) cm. What is the shortest time for the object to travel from the position x=2cm to the position where its acceleration is a=-8√2 cm/s²?,,
missing_unit,QA3961,QA,Two small charged objects are placed R = 2cm apart and repel each other with a force F = 1N. The total charge of the two objects is 5 x 10⁻⁵ C. Determine the charge of each object.,,
missing_unit,QA3976,QA,"A soldier fired a gun straight at a distant target. The time from firing until the bullet hit the target was 0.45s. The time from firing until the sound of the bullet hitting the target was heard was 2s.
Calculate:
a) The distance from the firing position to the target.
b) The velocity of the bullet.
Assume the bullet travels at a constant velocity. The speed of sound in air is 340 m/s.",,
missing_unit,QA3977,QA,"On a bus route, the buses are considered to move at a constant speed of 36 km/h. Two consecutive buses are scheduled to depart 15 minutes apart. A person riding a motorcycle in the opposite direction observes two consecutive buses passing them with a time interval of 10 minutes. Calculate the speed of the motorcycle rider.",,
missing_unit,QA4002,QA,"If two electric charges are placed in kerosene (which has a dielectric constant of 2), and the distance between them is simultaneously reduced by r/3 (assuming the initial distance was r), what is the new electrostatic force F?",,
missing_unit,QA4080,QA,"A car travels from A to B. For the first 1/4 of the total travel time, the car moves at 50 km/h. For the next 1/2 of the total travel time, it moves at 40 km/h. And for the final 1/4 of the total travel time, it moves at 20 km/h. What is the average speed of the car?",,
missing_unit,QA4163,QA,"A train travels in a straight line and comes to a complete stop after 20 seconds, from the moment it started braking. During that time, the train traveled 12 meters. Find the initial speed and acceleration.",,
missing_unit,QA4171,QA,"A spring-mass system, consisting of a light spring with a stiffness of 2 N/cm and a small mass of 500 g, is hung vertically. From its equilibrium position, the mass is lifted vertically upwards and held stationary by an upward force f = 3.2 N. At time t=0, a velocity of 32√3 cm/s is imparted to the mass, vertically downwards, causing the system to undergo simple harmonic motion. Choose the vertical Ox coordinate axis pointing upwards, with its origin O at the mass's equilibrium position. What are the amplitude and initial phase of the oscillation, respectively?",,
missing_unit,QA4173,QA,"Given the equation of motion of a particle: x = 28 - 6t (km).
A/ Determine the initial velocity (Vo) and the velocity (V).
B/ Determine the position and the distance traveled by the particle at t = 4h.
C/ Calculate the distance traveled by the particle after 2 hours from the moment it began moving.",,
missing_unit,QA4174,QA,"A vertical spring pendulum. When the object is at its equilibrium position, the spring is stretched by 6cm. The object is then set into simple harmonic motion, and the time the spring is stretched during one period is 2T/3. What is the maximum elongation of the spring during the oscillation?",,
missing_unit,QA4182,QA,"Two vehicles depart simultaneously from two positions A and B, 60km apart. They move uniformly in the same direction, from A towards B. The first vehicle starts from A with a velocity V1 = 80km/h. The second vehicle starts from B with a velocity V2 = 20km/h.
A/ Establish the equations of motion for both vehicles.
B/ Find the position of both vehicles after 1 hour of travel.",,
missing_unit,QA4280,QA,"Car 1 starts from A at 7:00 AM and travels along the road segment AB with speed v1. At 7:30 AM, another car (Car 2) also departs from A and travels towards B with speed v2 = 40 km/h. Both cars arrive at B at 9:30 AM.
a) Calculate the distance each car has traveled.
b) Calculate the speed v1 of the first car.",,
missing_unit,QA4393,QA,"At 6:00 AM, two vehicles simultaneously depart from point A towards point B, with constant speeds of 20 km/h and 30 km/h respectively. After the first two vehicles have traveled for 15 minutes, a third vehicle departs from A, chasing them with a speed of V3. When the third vehicle catches up to the first vehicle at point C, it increases its speed by an additional 5 km/h and then catches up to the second vehicle at point D. Given that the distance CD = 52.5 km, and the third vehicle arrives at point B 5 minutes earlier than the second vehicle. Find the total length of the road AB.",,
missing_unit,QA4395,QA,"Consider two point charges, q₁ = 2 × 10⁻⁷ C and q₂ = −3 × 10⁻⁷ C, placed at points A and B, respectively, in a vacuum, separated by 5 cm.
Determine the net electric force acting on a third charge q₀ = −2 × 10⁻⁷ C in the following two cases:
a/ q₀ is placed at point C, with CA = 2 cm and CB = 3 cm.
b/ q₀ is placed at point D, with DA = 2 cm and DB = 7 cm.",,
missing_unit,QA4447,QA,"Here are a few ways to translate ""Giải hộ e bài 10 với ạ"" depending on the exact nuance you want to convey:
**Most common and natural translations:**
1. **""Could you help me with exercise 10, please?""** (This is a very common and polite way to ask for help with a specific problem.)
2. **""Can you help me solve exercise 10, please?""** (More explicit about solving.)
3. **""Could you please explain/work out problem 10 for me?""** (Offers ""explain"" or ""work out"" which are good alternatives for ""giải."")
**Slightly more direct options:**
* ""Please help me solve exercise 10.""
* ""Solve exercise 10 for me, please."" (This can sound a little more demanding without ""could you,"" but ""please"" softens it.)
**Explanation of terms:**
* **Giải (Giải hộ):** To solve, to explain, to work out. ""Hộ"" adds the nuance of doing it *for someone* or *helping someone do it*.
* **e (em):** A polite way for a younger person to refer to themselves, or between peers. It translates to ""me"" or ""I"" in this context.
* **bài 10:** Exercise 10, Problem 10, Question 10. ""Bài"" can mean lesson, exercise, problem, etc., but in this context, ""exercise"" or ""problem"" is most likely.
* **với ạ:** Both are politeness particles that make the request softer and more polite. They translate well to ""please"" or by using polite structures like ""Could you..."" or ""Can you...""",,
missing_unit,QA4471,QA,A car moving with uniform acceleration travels 0.5 meters in the last 5 seconds before coming to a complete stop. Calculate its acceleration.,,
missing_unit,QA4483,QA,A car moving with constant acceleration travels 0.5 meters in the final 2 seconds before coming to a complete stop. Calculate the acceleration.,,
missing_unit,QA4485,QA,"Given two flat metal plates of length l = 5 cm, placed horizontally and parallel to each other, separated by a distance d = 2 cm. The potential difference between the two plates is 910V. An electron flies horizontally into the space between the two plates with an initial velocity v0 = 5 x 10^7 m/s. It is known that the electron exits the electric field. Neglect the effect of gravity. Given me = 9.1 x 10^-31 kg.
a/ Write the equation of the electron's trajectory in the electric field.
b/ Calculate the time the electron spends in the electric field. Calculate its velocity at the point where it exits the electric field.
c/ Calculate the vertical displacement of the electron from its initial horizontal path when it exits the electric field.",,
missing_unit,QA4505,QA,"This is an informal request, common in online forums, social media, or chat groups. Here are several ways to translate it, ranging from more literal to more natural English:
1. **""Please help with question 2, everyone!""** (More direct)
2. **""Hey everyone, please help with question 2!""** (Captures the ""ơi"" particle well)
3. **""Guys, can you help with question 2?""** (Very common and informal)
4. **""Can anyone help me with question 2?""** (Focuses on the need for assistance from the group)
5. **""Help me with question 2, guys!""** (Slightly more informal, but common)
The Vietnamese ""mng"" is an abbreviation for ""mọi người"" (everyone/people), and ""ơi"" is a common particle used to call out or address someone/a group.",,
missing_unit,QA4531,QA,"a) Determine the heat of vaporization of water.
Equipment: water (with known specific heat capacity, c_n), heating vessel/container (with known specific heat capacity, c_2), electric stove, thermometer, stopwatch/timer, balance/scale, set of weights.
b) If, in the above experiment, a balance cannot be used, how can one approximately estimate the value of the heat of vaporization?",,
missing_unit,QA4537,QA,"An object is dropped from rest, with g = 10 m/s². After some time, the object hits the ground. The distance the object falls in the last 1 second is twice the distance it falls in the second immediately preceding it. From what height was the object dropped?",,
missing_unit,QA4599,QA,What are the characteristics of the current and voltage in a circuit with two light bulbs connected in parallel?,,
missing_unit,QA4604,QA,A motorboat travels at a speed of 25 km/h on a 120 km stretch of river. It is known that the time taken to travel upstream is 120 minutes longer than the time taken to travel downstream. Calculate the speed of the current in km/h.,,
missing_unit,QA4609,QA,"A rower paddles on a river 60 km long. While going, he encounters a patch of floating weeds on the river with a speed of 5 km/h. After reaching the destination, he returns to the starting point, and his total rowing time is 3 hours 30 minutes. Calculate the speed of the boat in km/h.",,
missing_unit,QA4690,QA,"Two cars are moving uniformly on a straight line. If they move in opposite directions, the distance between them decreases by 30 km every 20 minutes. If they move in the same direction, the distance between them decreases by 10 km after every 10 minutes. Calculate the speed of each car.",,
missing_unit,QA4700,QA,"There are two small, electrically neutral spheres placed in an air environment, separated by 40 cm. Assume 4 * 10^12 electrons move from one sphere to the other. Will the two spheres attract or repel each other then? Calculate the magnitude of that interaction force. Given that the charge of an electron is -1.6 * 10^-19 C.",,
missing_unit,QA4715,QA,"A car travels from City A to City B.
For the first 1/4 of the total travel time, the car travels at 50 km/h.
For the middle 1/2 of the total travel time, the car travels at 40 km/h.
For the final 1/4 of the total travel time, the car travels at 20 km/h.
What is the car's average speed?",,
missing_unit,QA4741,QA,"Given two electric charges:
q1 = -4 * 10^-5 C
q2 = 4 * 10^-5 C
These charges are respectively placed at points A and B in a vacuum, separated by 40 cm. (Assume the relative permittivity $\epsilon_r = 1$).
Determine the resultant electric force vector exerted by q1 and q2 on a third charge q3 = 2 * 10^-6 C, when q3 is placed at the following locations:
a/ Point M, the midpoint of AB.
b/ Point N, located such that it is 20 cm from A and 60 cm from B.
c/ Point C, which lies on the perpendicular bisector of AB, at a distance of 20 cm from the line segment AB (or from the midpoint of AB).",,
missing_unit,QA4756,QA,"If the equation for simple harmonic motion is x=-4sin(5Πt-Π/3) cm, what is the initial phase of the object?",,
missing_unit,QA4777,QA,"A person rows a boat across a river at a speed of 5.4 km/h, aiming perpendicular to the river bank. Due to the river current, the boat was carried 120m downstream. The width of the river is 450m. Calculate the speed of the river current relative to the bank and the time it took for the boat to cross the river.",,
missing_unit,QA4782,QA,"A boater intends to drive their boat across a 240m wide river, aiming perpendicular to the river banks. However, due to the river current, the boat was carried downstream and landed on the opposite bank at a point 180m away from the intended landing spot. The journey took 1 minute. Calculate the boat's velocity relative to the river bank.",,
missing_unit,QA4804,QA,"Four electromagnets of the same size are given:
EM1: 500 turns, 4.5A
EM2: 200 turns, 2.5A
EM3: 500 turns, 4A (Corrected from NC2 in original, assuming it was a typo)
EM4: 400 turns, 2.5A (Corrected from NC2 in original, assuming it was a typo)
Under the same conditions, when acting on the same object, which electromagnet exerts the strongest magnetic force?
The answer is Electromagnet 1, but I don't understand. Can someone please explain?",,
missing_unit,QA4812,QA,"Is there a formula to calculate the magnetic force of an electromagnet, knowing the number of turns and the current?",,
missing_unit,QA4819,QA,"A person travels by motorbike from Hanoi to Bac Giang, a distance of 45km. They travel at a speed of v1 for the first half of the total travel time. For the second half of the travel time, they travel at a speed of v2, where v2 = 2/3v1. Determine v1 and v2, given that the total travel time is 1 hour and 30 minutes.",,
